dt,LandAverageTemperature
01-12-1961,3.5
01-01-1962,3.003
01-02-1962,3.696
01-03-1962,5.53
01-04-1962,8.54
01-05-1962,11.128
01-06-1962,13.427
01-07-1962,14.205
01-08-1962,13.713
01-09-1962,12.018
01-10-1962,9.468
01-11-1962,6.283
01-12-1962,3.94
01-01-1963,2.901
01-02-1963,4.02
01-03-1963,5.097
01-04-1963,8.173
01-05-1963,11.045
01-06-1963,13.412
01-07-1963,14.506
01-08-1963,14.309
01-09-1963,12.555
01-10-1963,9.943
01-11-1963,6.561
01-12-1963,3.75
01-01-1964,2.881
01-02-1964,3.028
01-03-1964,4.865
01-04-1964,7.922
01-05-1964,10.905
01-06-1964,13.459
01-07-1964,14.301
01-08-1964,13.678
01-09-1964,11.604
01-10-1964,8.832
01-11-1964,5.983
01-12-1964,3.458
01-01-1965,2.862
01-02-1965,3.036
01-03-1965,5.182
01-04-1965,7.99
01-05-1965,11.222
01-06-1965,13.308
01-07-1965,14.078
01-08-1965,13.807
01-09-1965,11.73
01-10-1965,9.488
01-11-1965,5.86
01-12-1965,3.766
01-01-1966,2.49
01-02-1966,3.29
01-03-1966,5.527
01-04-1966,8.161
01-05-1966,11.2
01-06-1966,13.587
01-07-1966,14.569
01-08-1966,13.731
01-09-1966,12.133
01-10-1966,9.153
01-11-1966,5.969
01-12-1966,3.382
01-01-1967,2.71
01-02-1967,2.905
01-03-1967,5.396
01-04-1967,8.458
01-05-1967,11.632
01-06-1967,13.194
01-07-1967,14.331
01-08-1967,13.821
01-09-1967,12.054
01-10-1967,9.809
01-11-1967,6.176
01-12-1967,3.915
01-01-1968,2.353
01-02-1968,3.245
01-03-1968,6.117
01-04-1968,8.455
01-05-1968,11.068
01-06-1968,13.204
01-07-1968,14.026
01-08-1968,13.524
01-09-1968,11.62
01-10-1968,9.453
01-11-1968,5.891
01-12-1968,3.24
01-01-1969,1.966
01-02-1969,2.45
01-03-1969,5.131
01-04-1969,8.576
01-05-1969,11.354
01-06-1969,13.475
01-07-1969,14.218
01-08-1969,13.804
01-09-1969,12.048
01-10-1969,9.489
01-11-1969,6.42
01-12-1969,4.21
01-01-1970,2.836
01-02-1970,3.735
01-03-1970,5.272
01-04-1970,8.603
01-05-1970,11.206
01-06-1970,13.513
01-07-1970,14.395
01-08-1970,13.658
01-09-1970,12.277
01-10-1970,9.348
01-11-1970,6.047
01-12-1970,3.521
01-01-1971,2.967
01-02-1971,2.867
01-03-1971,5.001
01-04-1971,8.339
01-05-1971,11.211
01-06-1971,13.099
01-07-1971,14.139
01-08-1971,13.879
01-09-1971,12.139
01-10-1971,9.388
01-11-1971,6.295
01-12-1971,3.867
01-01-1972,1.882
01-02-1972,2.609
01-03-1972,5.287
01-04-1972,8.337
01-05-1972,11.155
01-06-1972,13.501
01-07-1972,14.231
01-08-1972,14.171
01-09-1972,11.901
01-10-1972,9.346
01-11-1972,5.797
01-12-1972,3.778
01-01-1973,3.038
01-02-1973,3.898
01-03-1973,5.82
01-04-1973,8.938
01-05-1973,11.769
01-06-1973,13.824
01-07-1973,14.435
01-08-1973,13.869
01-09-1973,12.125
01-10-1973,9.609
01-11-1973,6.222
01-12-1973,3.832
01-01-1974,2.261
01-02-1974,2.582
01-03-1974,5.19
01-04-1974,8.386
01-05-1974,11.198
01-06-1974,13.382
01-07-1974,14.288
01-08-1974,14.016
01-09-1974,11.744
01-10-1974,9.098
01-11-1974,5.915
01-12-1974,3.55
01-01-1975,3.059
01-02-1975,3.395
01-03-1975,5.706
01-04-1975,8.584
01-05-1975,11.742
01-06-1975,13.557
01-07-1975,14.351
01-08-1975,13.514
01-09-1975,12.152
01-10-1975,9.318
01-11-1975,5.893
01-12-1975,3.667
01-01-1976,2.884
01-02-1976,3.031
01-03-1976,4.517
01-04-1976,8.294
01-05-1976,10.942
01-06-1976,13.086
01-07-1976,14.155
01-08-1976,13.511
01-09-1976,11.895
01-10-1976,8.511
01-11-1976,5.66
01-12-1976,3.681
01-01-1977,2.492
01-02-1977,3.471
01-03-1977,5.702
01-04-1977,8.85
01-05-1977,11.78
01-06-1977,13.876
01-07-1977,14.631
01-08-1977,14.09
01-09-1977,11.862
01-10-1977,9.156
01-11-1977,6.544
01-12-1977,3.749
01-01-1978,2.705
01-02-1978,3.456
01-03-1978,5.607
01-04-1978,8.791
01-05-1978,11.414
01-06-1978,13.22
01-07-1978,14.364
01-08-1978,13.297
01-09-1978,12.03
01-10-1978,9.339
01-11-1978,6.35
01-12-1978,3.74
01-01-1979,2.679
01-02-1979,2.841
01-03-1979,5.474
01-04-1979,8.455
01-05-1979,11.199
01-06-1979,13.487
01-07-1979,14.114
01-08-1979,13.833
01-09-1979,12.247
01-10-1979,9.586
01-11-1979,6.286
01-12-1979,4.6
01-01-1980,2.956
01-02-1980,3.652
01-03-1980,5.367
01-04-1980,8.935
01-05-1980,11.77
01-06-1980,13.582
01-07-1980,14.742
01-08-1980,14.189
01-09-1980,12.321
01-10-1980,9.55
01-11-1980,6.684
01-12-1980,4.016
01-01-1981,3.785
01-02-1981,4.021
01-03-1981,6.239
01-04-1981,8.953
01-05-1981,11.565
01-06-1981,13.765
01-07-1981,14.738
01-08-1981,14.502
01-09-1981,12.236
01-10-1981,9.394
01-11-1981,6.273
01-12-1981,4.519
01-01-1982,2.558
01-02-1982,3.281
01-03-1982,4.873
01-04-1982,8.465
01-05-1982,11.348
01-06-1982,13.245
01-07-1982,14.545
01-08-1982,13.796
01-09-1982,12.039
01-10-1982,9.232
01-11-1982,5.961
01-12-1982,4.327
01-01-1983,3.445
01-02-1983,3.814
01-03-1983,5.699
01-04-1983,8.693
01-05-1983,11.729
01-06-1983,13.478
01-07-1983,14.408
01-08-1983,14.302
01-09-1983,12.698
01-10-1983,9.478
01-11-1983,6.765
01-12-1983,3.829
01-01-1984,2.941
01-02-1984,3.093
01-03-1984,5.671
01-04-1984,8.432
01-05-1984,11.976
01-06-1984,13.387
01-07-1984,14.429
01-08-1984,13.984
01-09-1984,12.015
01-10-1984,9.378
01-11-1984,5.811
01-12-1984,3.185
01-01-1985,3.01
01-02-1985,2.704
01-03-1985,5.451
01-04-1985,8.633
01-05-1985,11.426
01-06-1985,13.569
01-07-1985,13.973
01-08-1985,14.059
01-09-1985,11.98
01-10-1985,9.338
01-11-1985,5.968
01-12-1985,3.785
01-01-1986,3.315
01-02-1986,3.991
01-03-1986,5.755
01-04-1986,8.871
01-05-1986,11.581
01-06-1986,13.439
01-07-1986,14.293
01-08-1986,13.972
01-09-1986,11.817
01-10-1986,9.299
01-11-1986,5.919
01-12-1986,3.751
01-01-1987,3.139
01-02-1987,4.134
01-03-1987,5.245
01-04-1987,8.595
01-05-1987,11.525
01-06-1987,13.927
01-07-1987,14.89
01-08-1987,13.896
01-09-1987,12.447
01-10-1987,9.59
01-11-1987,6.056
01-12-1987,4.489
01-01-1988,3.454
01-02-1988,3.422
01-03-1988,5.931
01-04-1988,8.992
01-05-1988,11.852
01-06-1988,14.099
01-07-1988,14.798
01-08-1988,14.553
01-09-1988,12.681
01-10-1988,9.979
01-11-1988,6.295
01-12-1988,4.363
01-01-1989,2.71
01-02-1989,3.627
01-03-1989,5.792
01-04-1989,8.689
01-05-1989,11.28
01-06-1989,13.447
01-07-1989,14.612
01-08-1989,14.135
01-09-1989,12.403
01-10-1989,9.76
01-11-1989,6.179
01-12-1989,4.43
01-01-1990,3.243
01-02-1990,3.643
01-03-1990,6.73
01-04-1990,9.169
01-05-1990,11.831
01-06-1990,13.893
01-07-1990,14.784
01-08-1990,14.095
01-09-1990,12.195
01-10-1990,9.882
01-11-1990,6.92
01-12-1990,4.425
01-01-1991,3.195
01-02-1991,4.044
01-03-1991,5.574
01-04-1991,9.226
01-05-1991,11.616
01-06-1991,14.263
01-07-1991,14.987
01-08-1991,14.319
01-09-1991,12.677
01-10-1991,9.753
01-11-1991,6.44
01-12-1991,4.059
01-01-1992,3.579
01-02-1992,3.931
01-03-1992,5.952
01-04-1992,8.572
01-05-1992,11.535
01-06-1992,13.576
01-07-1992,14.139
01-08-1992,13.766
01-09-1992,11.672
01-10-1992,9.353
01-11-1992,5.889
01-12-1992,4.075
01-01-1993,3.301
01-02-1993,3.745
01-03-1993,5.923
01-04-1993,8.69
01-05-1993,11.475
01-06-1993,13.518
01-07-1993,14.595
01-08-1993,13.835
01-09-1993,11.93
01-10-1993,9.614
01-11-1993,5.738
01-12-1993,4.035
01-01-1994,3.024
01-02-1994,2.81
01-03-1994,5.731
01-04-1994,9.018
01-05-1994,11.684
01-06-1994,14.144
01-07-1994,14.658
01-08-1994,13.977
01-09-1994,12.516
01-10-1994,10.002
01-11-1994,6.788
01-12-1994,4.113
01-01-1995,3.54
01-02-1995,4.656
01-03-1995,5.956
01-04-1995,8.972
01-05-1995,11.57
01-06-1995,14.164
01-07-1995,15.116
01-08-1995,14.636
01-09-1995,12.565
01-10-1995,10.106
01-11-1995,6.761
01-12-1995,4.123
01-01-1996,2.862
01-02-1996,4.012
01-03-1996,5.524
01-04-1996,8.679
01-05-1996,11.588
01-06-1996,13.681
01-07-1996,14.827
01-08-1996,14.603
01-09-1996,12.294
01-10-1996,9.525
01-11-1996,6.547
01-12-1996,4.325
01-01-1997,3.165
01-02-1997,3.766
01-03-1997,6.012
01-04-1997,8.891
01-05-1997,11.593
01-06-1997,14.131
01-07-1997,14.565
01-08-1997,14.256
01-09-1997,12.685
01-10-1997,10.109
01-11-1997,6.841
01-12-1997,4.417
01-01-1998,3.352
01-02-1998,4.826
01-03-1998,6.023
01-04-1998,9.358
01-05-1998,12.291
01-06-1998,14.521
01-07-1998,15.34
01-08-1998,14.874
01-09-1998,12.673
01-10-1998,9.941
01-11-1998,6.404
01-12-1998,4.669
01-01-1999,3.544
01-02-1999,4.694
01-03-1999,5.53
01-04-1999,8.838
01-05-1999,11.706
01-06-1999,14.031
01-07-1999,14.853
01-08-1999,14.348
01-09-1999,12.723
01-10-1999,9.997
01-11-1999,6.592
01-12-1999,4.565
01-01-2000,2.95
01-02-2000,4.184
01-03-2000,6.219
01-04-2000,9.552
01-05-2000,11.874
01-06-2000,14.06
01-07-2000,14.848
01-08-2000,14.519
01-09-2000,12.547
01-10-2000,9.486
01-11-2000,6.312
01-12-2000,3.863
01-01-2001,3.336
01-02-2001,3.72
01-03-2001,6.208
01-04-2001,9.245
01-05-2001,12.271
01-06-2001,14.11
01-07-2001,15.161
01-08-2001,14.427
01-09-2001,12.736
01-10-2001,9.935
01-11-2001,7.319
01-12-2001,4.507
01-01-2002,4.026
01-02-2002,4.704
01-03-2002,6.772
01-04-2002,9.229
01-05-2002,12.248
01-06-2002,14.084
01-07-2002,15.354
01-08-2002,14.56
01-09-2002,12.95
01-10-2002,9.988
01-11-2002,6.892
01-12-2002,4.038
01-01-2003,3.981
01-02-2003,4.085
01-03-2003,6.048
01-04-2003,9.154
01-05-2003,12.153
01-06-2003,14.017
01-07-2003,14.983
01-08-2003,14.691
01-09-2003,12.911
01-10-2003,10.424
01-11-2003,6.727
01-12-2003,5.133
01-01-2004,3.525
01-02-2004,4.499
01-03-2004,6.321
01-04-2004,9.249
01-05-2004,11.571
01-06-2004,13.889
01-07-2004,14.312
01-08-2004,14.188
01-09-2004,12.642
01-10-2004,10.127
01-11-2004,7.315
01-12-2004,4.257
01-01-2005,3.808
01-02-2005,3.92
01-03-2005,6.544
01-04-2005,9.618
01-05-2005,12.226
01-06-2005,14.476
01-07-2005,15.19
01-08-2005,14.51
01-09-2005,13.217
01-10-2005,10.601
01-11-2005,7.423
01-12-2005,4.878
01-01-2006,3.286
01-02-2006,4.43
01-03-2006,6.329
01-04-2006,9.055
01-05-2006,11.786
01-06-2006,14.443
01-07-2006,15.042
01-08-2006,14.913
01-09-2006,12.875
01-10-2006,10.289
01-11-2006,6.955
01-12-2006,4.987
01-01-2007,4.579
01-02-2007,4.221
01-03-2007,6.485
01-04-2007,9.823
01-05-2007,12.518
01-06-2007,14.309
01-07-2007,15.23
01-08-2007,14.752
01-09-2007,12.93
01-10-2007,10.332
01-11-2007,7.084
01-12-2007,4.523
01-01-2008,2.844
01-02-2008,3.576
01-03-2008,6.906
01-04-2008,9.295
01-05-2008,12.054
01-06-2008,14.145
01-07-2008,15.174
01-08-2008,14.377
01-09-2008,12.802
01-10-2008,10.399
01-11-2008,7.224
01-12-2008,4.385
01-01-2009,3.687
01-02-2009,4.094
01-03-2009,6.086
01-04-2009,9.367
01-05-2009,12.112
01-06-2009,14.201
01-07-2009,15.231
01-08-2009,14.655
01-09-2009,13.153
01-10-2009,10.136
01-11-2009,7.031
01-12-2009,4.31
01-01-2010,3.737
01-02-2010,4.399
01-03-2010,6.738
01-04-2010,9.671
01-05-2010,12.406
01-06-2010,14.421
01-07-2010,15.213
01-08-2010,14.768
01-09-2010,12.863
01-10-2010,10.442
01-11-2010,7.487
01-12-2010,4.292
01-01-2011,3.282
01-02-2011,3.743
01-03-2011,6.101
01-04-2011,9.483
01-05-2011,11.986
01-06-2011,14.37
01-07-2011,15.482
01-08-2011,15.012
01-09-2011,12.912
01-10-2011,10.352
01-11-2011,6.814
01-12-2011,4.655
01-01-2012,3.157
01-02-2012,3.628
01-03-2012,6.023
01-04-2012,9.676
01-05-2012,12.59
01-06-2012,14.492
01-07-2012,15.076
01-08-2012,14.72
01-09-2012,13.04
01-10-2012,10.428
01-11-2012,7.156
01-12-2012,4.102
01-01-2013,3.685
01-02-2013,4.222
01-03-2013,6.261
01-04-2013,9.044
01-05-2013,12.195
01-06-2013,14.568
01-07-2013,15.003
01-08-2013,14.742
01-09-2013,13.154
01-10-2013,10.256
01-11-2013,7.424
01-12-2013,4.724
01-01-2014,3.732
01-02-2014,3.5
01-03-2014,6.378
01-04-2014,9.589
01-05-2014,12.582
01-06-2014,14.335
01-07-2014,14.873
01-08-2014,14.875
01-09-2014,13.091
01-10-2014,10.33
01-11-2014,6.713
01-12-2014,4.85
01-01-2015,3.881
01-02-2015,4.664
01-03-2015,6.74
01-04-2015,9.313
01-05-2015,12.312
01-06-2015,14.505
01-07-2015,15.051
01-08-2015,14.755
01-09-2015,12.999
01-10-2015,10.801
01-11-2015,7.433
01-12-2015,5.518
